"District","FIPS","Year","Gender","Variable","Measure Type","Value"
"Montville School District","901148900","2015-2016","Male","Chronically Absent Students","Percent","6.8"
"Naugatuck School District","900949950","2011-2012","Female","Chronically Absent Students","Percent","12.9"
"Naugatuck School District","900949950","2011-2012","Male","Chronically Absent Students","Percent","12.5"
"Naugatuck School District","900949950","2012-2013","Female","Chronically Absent Students","Percent","14.7"
"Naugatuck School District","900949950","2012-2013","Male","Chronically Absent Students","Percent","13.2"
"Naugatuck School District","900949950","2013-2014","Female","Chronically Absent Students","Percent","13.1"
"Naugatuck School District","900949950","2013-2014","Male","Chronically Absent Students","Percent","14.1"
"Naugatuck School District","900949950","2014-2015","Female","Chronically Absent Students","Percent","9.9"
"Naugatuck School District","900949950","2014-2015","Male","Chronically Absent Students","Percent","11.9"
"Naugatuck School District","900949950","2015-2016","Female","Chronically Absent Students","Percent","12.4"
"Naugatuck School District","900949950","2015-2016","Male","Chronically Absent Students","Percent","10.4"
"New Beginnings Inc. Family Academy District","","2011-2012","Female","Chronically Absent Students","Percent","6.9"
"New Beginnings Inc. Family Academy District","","2011-2012","Male","Chronically Absent Students","Percent","9.6"
"New Beginnings Inc. Family Academy District","","2012-2013","Female","Chronically Absent Students","Percent","10.7"
"New Beginnings Inc. Family Academy District","","2012-2013","Male","Chronically Absent Students","Percent","7.8"
"New Beginnings Inc. Family Academy District","","2013-2014","Female","Chronically Absent Students","Percent","9.1"
"New Beginnings Inc. Family Academy District","","2013-2014","Male","Chronically Absent Students","Percent","10.5"
"New Beginnings Inc. Family Academy District","","2014-2015","Female","Chronically Absent Students","Percent","17.3"
"New Beginnings Inc. Family Academy District","","2014-2015","Male","Chronically Absent Students","Percent","16.8"
"New Beginnings Inc. Family Academy District","","2015-2016","Female","Chronically Absent Students","Percent","9.8"
"New Beginnings Inc. Family Academy District","","2015-2016","Male","Chronically Absent Students","Percent","5.0"
"New Britain School District","900350440","2011-2012","Female","Chronically Absent Students","Percent","27.4"
"New Britain School District","900350440","2011-2012","Male","Chronically Absent Students","Percent","25.9"
"New Britain School District","900350440","2012-2013","Female","Chronically Absent Students","Percent","25.0"
"New Britain School District","900350440","2012-2013","Male","Chronically Absent Students","Percent","24.3"
"New Britain School District","900350440","2013-2014","Female","Chronically Absent Students","Percent","19.7"
"New Britain School District","900350440","2013-2014","Male","Chronically Absent Students","Percent","18.7"
"New Britain School District","900350440","2014-2015","Female","Chronically Absent Students","Percent","20.7"
"New Britain School District","900350440","2014-2015","Male","Chronically Absent Students","Percent","20.6"
"New Britain School District","900350440","2015-2016","Female","Chronically Absent Students","Percent","17.6"
"New Britain School District","900350440","2015-2016","Male","Chronically Absent Students","Percent","18.3"
"New Canaan School District","900150580","2011-2012","Female","Chronically Absent Students","Percent","9.9"
"New Canaan School District","900150580","2011-2012","Male","Chronically Absent Students","Percent","8.2"
"New Canaan School District","900150580","2012-2013","Female","Chronically Absent Students","Percent","4.5"
"New Canaan School District","900150580","2012-2013","Male","Chronically Absent Students","Percent","4.1"
"New Canaan School District","900150580","2013-2014","Female","Chronically Absent Students","Percent","2.6"
"New Canaan School District","900150580","2013-2014","Male","Chronically Absent Students","Percent","2.9"
"New Canaan School District","900150580","2014-2015","Female","Chronically Absent Students","Percent","2.7"
"New Canaan School District","900150580","2014-2015","Male","Chronically Absent Students","Percent","2.9"
"New Canaan School District","900150580","2015-2016","Female","Chronically Absent Students","Percent","2.7"
"New Canaan School District","900150580","2015-2016","Male","Chronically Absent Students","Percent","2.2"
"New Fairfield School District","900150860","2011-2012","Female","Chronically Absent Students","Percent","7.6"
"New Fairfield School District","900150860","2011-2012","Male","Chronically Absent Students","Percent","8.1"
"New Fairfield School District","900150860","2012-2013","Female","Chronically Absent Students","Percent","5.9"
"New Fairfield School District","900150860","2012-2013","Male","Chronically Absent Students","Percent","6.0"
"New Fairfield School District","900150860","2013-2014","Female","Chronically Absent Students","Percent","5.0"
"New Fairfield School District","900150860","2013-2014","Male","Chronically Absent Students","Percent","4.0"
"New Fairfield School District","900150860","2014-2015","Female","Chronically Absent Students","Percent","2.8"
"New Fairfield School District","900150860","2014-2015","Male","Chronically Absent Students","Percent","3.0"
"New Fairfield School District","900150860","2015-2016","Female","Chronically Absent Students","Percent","3.1"
"New Fairfield School District","900150860","2015-2016","Male","Chronically Absent Students","Percent","3.1"
"New Hartford School District","","2011-2012","Female","Chronically Absent Students","Percent","5.7"
"New Hartford School District","","2011-2012","Male","Chronically Absent Students","Percent","3.9"
"New Hartford School District","","2012-2013","Female","Chronically Absent Students","Percent","4.8"
"New Hartford School District","","2012-2013","Male","Chronically Absent Students","Percent","4.0"
"New Hartford School District","","2013-2014","Female","Chronically Absent Students","Percent","6.9"
"New Hartford School District","","2013-2014","Male","Chronically Absent Students","Percent","3.9"
"New Hartford School District","","2014-2015","Female","Chronically Absent Students","Percent","2.4"
"New Hartford School District","","2014-2015","Male","Chronically Absent Students","Percent","3.0"
"New Hartford School District","","2015-2016","Female","Chronically Absent Students","Percent","3.3"
"New Hartford School District","","2015-2016","Male","Chronically Absent Students","Percent","4.0"
"New Haven School District","900952070","2011-2012","Female","Chronically Absent Students","Percent","19.7"
"New Haven School District","900952070","2011-2012","Male","Chronically Absent Students","Percent","20.7"
"New Haven School District","900952070","2012-2013","Female","Chronically Absent Students","Percent","15.7"
"New Haven School District","900952070","2012-2013","Male","Chronically Absent Students","Percent","16.5"
"New Haven School District","900952070","2013-2014","Female","Chronically Absent Students","Percent","24.2"
"New Haven School District","900952070","2013-2014","Male","Chronically Absent Students","Percent","25.1"
"New Haven School District","900952070","2014-2015","Female","Chronically Absent Students","Percent","25.1"
"New Haven School District","900952070","2014-2015","Male","Chronically Absent Students","Percent","26.1"
"New Haven School District","900952070","2015-2016","Female","Chronically Absent Students","Percent","19.9"
"New Haven School District","900952070","2015-2016","Male","Chronically Absent Students","Percent","20.0"
"Newington School District","900352140","2011-2012","Female","Chronically Absent Students","Percent","4.4"
"Newington School District","900352140","2011-2012","Male","Chronically Absent Students","Percent","5.2"
"Newington School District","900352140","2012-2013","Female","Chronically Absent Students","Percent","3.3"
"Newington School District","900352140","2012-2013","Male","Chronically Absent Students","Percent","3.9"
"Newington School District","900352140","2013-2014","Female","Chronically Absent Students","Percent","7.2"
"Newington School District","900352140","2013-2014","Male","Chronically Absent Students","Percent","6.9"
"Newington School District","900352140","2014-2015","Female","Chronically Absent Students","Percent","6.4"
"Newington School District","900352140","2014-2015","Male","Chronically Absent Students","Percent","6.6"
"Newington School District","900352140","2015-2016","Female","Chronically Absent Students","Percent","4.7"
"Newington School District","900352140","2015-2016","Male","Chronically Absent Students","Percent","5.3"
"New London School District","901152350","2011-2012","Female","Chronically Absent Students","Percent","25.4"
"New London School District","901152350","2011-2012","Male","Chronically Absent Students","Percent","26.2"
"New London School District","901152350","2012-2013","Female","Chronically Absent Students","Percent","18.9"
"New London School District","901152350","2012-2013","Male","Chronically Absent Students","Percent","20.2"
"New London School District","901152350","2013-2014","Female","Chronically Absent Students","Percent","20.6"
"New London School District","901152350","2013-2014","Male","Chronically Absent Students","Percent","23.4"
"New London School District","901152350","2014-2015","Female","Chronically Absent Students","Percent","18.4"
"New London School District","901152350","2014-2015","Male","Chronically Absent Students","Percent","17.2"
"New London School District","901152350","2015-2016","Female","Chronically Absent Students","Percent","18.0"
"New London School District","901152350","2015-2016","Male","Chronically Absent Students","Percent","17.2"
"New Milford School District","900552630","2011-2012","Female","Chronically Absent Students","Percent","10.4"
"New Milford School District","900552630","2011-2012","Male","Chronically Absent Students","Percent","10.4"
"New Milford School District","900552630","2012-2013","Female","Chronically Absent Students","Percent","9.1"
"New Milford School District","900552630","2012-2013","Male","Chronically Absent Students","Percent","9.9"
"New Milford School District","900552630","2013-2014","Female","Chronically Absent Students","Percent","9.0"
"New Milford School District","900552630","2013-2014","Male","Chronically Absent Students","Percent","8.6"
"New Milford School District","900552630","2014-2015","Female","Chronically Absent Students","Percent","6.1"
"New Milford School District","900552630","2014-2015","Male","Chronically Absent Students","Percent","6.7"
"New Milford School District","900552630","2015-2016","Female","Chronically Absent Students","Percent","5.6"
"New Milford School District","900552630","2015-2016","Male","Chronically Absent Students","Percent","5.5"
"Newtown School District","900152980","2011-2012","Female","Chronically Absent Students","Percent","2.9"
"Newtown School District","900152980","2011-2012","Male","Chronically Absent Students","Percent","2.6"
"Newtown School District","900152980","2012-2013","Female","Chronically Absent Students","Percent","4.9"
"Newtown School District","900152980","2012-2013","Male","Chronically Absent Students","Percent","5.1"
"Newtown School District","900152980","2013-2014","Female","Chronically Absent Students","Percent","4.5"
"Newtown School District","900152980","2013-2014","Male","Chronically Absent Students","Percent","4.3"
"Newtown School District","900152980","2014-2015","Female","Chronically Absent Students","Percent","3.7"
"Newtown School District","900152980","2014-2015","Male","Chronically Absent Students","Percent","3.8"
"Newtown School District","900152980","2015-2016","Female","Chronically Absent Students","Percent","4.8"
"Newtown School District","900152980","2015-2016","Male","Chronically Absent Students","Percent","4.2"
"Norfolk School District","","2011-2012","Female","Chronically Absent Students","Percent","-9999"
"Norfolk School District","","2011-2012","Male","Chronically Absent Students","Percent","15.8"
"Norfolk School District","","2012-2013","Female","Chronically Absent Students","Percent","-9999"
"Norfolk School District","","2012-2013","Male","Chronically Absent Students","Percent","20.6"
"Norfolk School District","","2013-2014","Female","Chronically Absent Students","Percent","-9999"
"Norfolk School District","","2013-2014","Male","Chronically Absent Students","Percent","-9999"
"Norfolk School District","","2014-2015","Female","Chronically Absent Students","Percent","0.0"
"Norfolk School District","","2014-2015","Male","Chronically Absent Students","Percent","-9999"
"Norfolk School District","","2015-2016","Female","Chronically Absent Students","Percent","-9999"
"Norfolk School District","","2015-2016","Male","Chronically Absent Students","Percent","0.0"
"North Branford School District","900953890","2011-2012","Female","Chronically Absent Students","Percent","17.4"
"North Branford School District","900953890","2011-2012","Male","Chronically Absent Students","Percent","13.0"
"North Branford School District","900953890","2012-2013","Female","Chronically Absent Students","Percent","15.7"
"North Branford School District","900953890","2012-2013","Male","Chronically Absent Students","Percent","13.3"
"North Branford School District","900953890","2013-2014","Female","Chronically Absent Students","Percent","4.8"
"North Branford School District","900953890","2013-2014","Male","Chronically Absent Students","Percent","5.5"
"North Branford School District","900953890","2014-2015","Female","Chronically Absent Students","Percent","3.2"
"North Branford School District","900953890","2014-2015","Male","Chronically Absent Students","Percent","4.8"
"North Branford School District","900953890","2015-2016","Female","Chronically Absent Students","Percent","5.3"
"North Branford School District","900953890","2015-2016","Male","Chronically Absent Students","Percent","4.5"
"North Canaan School District","","2011-2012","Female","Chronically Absent Students","Percent","11.7"
"North Canaan School District","","2011-2012","Male","Chronically Absent Students","Percent","14.1"
"North Canaan School District","","2012-2013","Female","Chronically Absent Students","Percent","13.0"
"North Canaan School District","","2012-2013","Male","Chronically Absent Students","Percent","16.8"
"North Canaan School District","","2013-2014","Female","Chronically Absent Students","Percent","7.9"
"North Canaan School District","","2013-2014","Male","Chronically Absent Students","Percent","4.3"
"North Canaan School District","","2014-2015","Female","Chronically Absent Students","Percent","-9999"
"North Canaan School District","","2014-2015","Male","Chronically Absent Students","Percent","8.0"
"North Canaan School District","","2015-2016","Female","Chronically Absent Students","Percent","5.6"
"North Canaan School District","","2015-2016","Male","Chronically Absent Students","Percent","5.7"
"North Haven School District","900954870","2011-2012","Female","Chronically Absent Students","Percent","7.4"
"North Haven School District","900954870","2011-2012","Male","Chronically Absent Students","Percent","7.5"
"North Haven School District","900954870","2012-2013","Female","Chronically Absent Students","Percent","10.1"
"North Haven School District","900954870","2012-2013","Male","Chronically Absent Students","Percent","9.7"
"North Haven School District","900954870","2013-2014","Female","Chronically Absent Students","Percent","8.7"
"North Haven School District","900954870","2013-2014","Male","Chronically Absent Students","Percent","9.1"
"North Haven School District","900954870","2014-2015","Female","Chronically Absent Students","Percent","18.7"
"North Haven School District","900954870","2014-2015","Male","Chronically Absent Students","Percent","16.3"
"North Haven School District","900954870","2015-2016","Female","Chronically Absent Students","Percent","3.7"
"North Haven School District","900954870","2015-2016","Male","Chronically Absent Students","Percent","4.4"
"North Stonington School District","901155500","2011-2012","Female","Chronically Absent Students","Percent","8.1"
"North Stonington School District","901155500","2011-2012","Male","Chronically Absent Students","Percent","10.6"
"North Stonington School District","901155500","2012-2013","Female","Chronically Absent Students","Percent","12.5"
"North Stonington School District","901155500","2012-2013","Male","Chronically Absent Students","Percent","10.2"
"North Stonington School District","901155500","2013-2014","Female","Chronically Absent Students","Percent","6.7"
"North Stonington School District","901155500","2013-2014","Male","Chronically Absent Students","Percent","7.4"
"North Stonington School District","901155500","2014-2015","Female","Chronically Absent Students","Percent","1.8"
"North Stonington School District","901155500","2014-2015","Male","Chronically Absent Students","Percent","1.9"
"North Stonington School District","901155500","2015-2016","Female","Chronically Absent Students","Percent","4.7"
"North Stonington School District","901155500","2015-2016","Male","Chronically Absent Students","Percent","3.9"
"Norwalk School District","900156060","2011-2012","Female","Chronically Absent Students","Percent","11.6"
"Norwalk School District","900156060","2011-2012","Male","Chronically Absent Students","Percent","11.7"
"Norwalk School District","900156060","2012-2013","Female","Chronically Absent Students","Percent","11.3"
"Norwalk School District","900156060","2012-2013","Male","Chronically Absent Students","Percent","11.8"
"Norwalk School District","900156060","2013-2014","Female","Chronically Absent Students","Percent","10.6"
"Norwalk School District","900156060","2013-2014","Male","Chronically Absent Students","Percent","11.0"
"Norwalk School District","900156060","2014-2015","Female","Chronically Absent Students","Percent","8.4"
"Norwalk School District","900156060","2014-2015","Male","Chronically Absent Students","Percent","8.2"
"Norwalk School District","900156060","2015-2016","Female","Chronically Absent Students","Percent","10.0"
"Norwalk School District","900156060","2015-2016","Male","Chronically Absent Students","Percent","10.4"
"Norwich Free Academy District","","2011-2012","Female","Chronically Absent Students","Percent","11.7"
"Norwich Free Academy District","","2011-2012","Male","Chronically Absent Students","Percent","9.6"
"Norwich Free Academy District","","2012-2013","Female","Chronically Absent Students","Percent","12.6"
"Norwich Free Academy District","","2012-2013","Male","Chronically Absent Students","Percent","10.2"
"Norwich Free Academy District","","2013-2014","Female","Chronically Absent Students","Percent","33.0"
"Norwich Free Academy District","","2013-2014","Male","Chronically Absent Students","Percent","28.8"
"Norwich Free Academy District","","2014-2015","Female","Chronically Absent Students","Percent","16.4"
"Norwich Free Academy District","","2014-2015","Male","Chronically Absent Students","Percent","14.0"
"Norwich Free Academy District","","2015-2016","Female","Chronically Absent Students","Percent","11.5"
"Norwich Free Academy District","","2015-2016","Male","Chronically Absent Students","Percent","10.3"
"Norwich School District","901156270","2011-2012","Female","Chronically Absent Students","Percent","14.0"
"Norwich School District","901156270","2011-2012","Male","Chronically Absent Students","Percent","14.7"
"Norwich School District","901156270","2012-2013","Female","Chronically Absent Students","Percent","13.2"
"Norwich School District","901156270","2012-2013","Male","Chronically Absent Students","Percent","13.7"
"Norwich School District","901156270","2013-2014","Female","Chronically Absent Students","Percent","15.0"
"Norwich School District","901156270","2013-2014","Male","Chronically Absent Students","Percent","14.8"
"Norwich School District","901156270","2014-2015","Female","Chronically Absent Students","Percent","12.2"
"Norwich School District","901156270","2014-2015","Male","Chronically Absent Students","Percent","14.5"
"Norwich School District","901156270","2015-2016","Female","Chronically Absent Students","Percent","9.1"
"Norwich School District","901156270","2015-2016","Male","Chronically Absent Students","Percent","10.3"
"Odyssey Community School District","","2011-2012","Female","Chronically Absent Students","Percent","8.3"
"Odyssey Community School District","","2011-2012","Male","Chronically Absent Students","Percent","9.6"
"Odyssey Community School District","","2012-2013","Female","Chronically Absent Students","Percent","10.4"
"Odyssey Community School District","","2012-2013","Male","Chronically Absent Students","Percent","8.5"
"Odyssey Community School District","","2013-2014","Female","Chronically Absent Students","Percent","11.8"
"Odyssey Community School District","","2013-2014","Male","Chronically Absent Students","Percent","11.5"
"Odyssey Community School District","","2014-2015","Female","Chronically Absent Students","Percent","9.4"
"Odyssey Community School District","","2014-2015","Male","Chronically Absent Students","Percent","5.3"
"Odyssey Community School District","","2015-2016","Female","Chronically Absent Students","Percent","6.8"
"Odyssey Community School District","","2015-2016","Male","Chronically Absent Students","Percent","-9999"
"Old Saybrook School District","900757320","2011-2012","Female","Chronically Absent Students","Percent","18.1"
"Old Saybrook School District","900757320","2011-2012","Male","Chronically Absent Students","Percent","13.6"
"Old Saybrook School District","900757320","2012-2013","Female","Chronically Absent Students","Percent","18.8"
"Old Saybrook School District","900757320","2012-2013","Male","Chronically Absent Students","Percent","13.5"
"Old Saybrook School District","900757320","2013-2014","Female","Chronically Absent Students","Percent","7.5"
"Old Saybrook School District","900757320","2013-2014","Male","Chronically Absent Students","Percent","4.7"
"Old Saybrook School District","900757320","2014-2015","Female","Chronically Absent Students","Percent","12.9"
"Old Saybrook School District","900757320","2014-2015","Male","Chronically Absent Students","Percent","10.4"
"Old Saybrook School District","900757320","2015-2016","Female","Chronically Absent Students","Percent","6.8"
"Old Saybrook School District","900757320","2015-2016","Male","Chronically Absent Students","Percent","5.9"
"Orange School District","","2011-2012","Female","Chronically Absent Students","Percent","4.1"
"Orange School District","","2011-2012","Male","Chronically Absent Students","Percent","3.9"
"Orange School District","","2012-2013","Female","Chronically Absent Students","Percent","4.6"
"Orange School District","","2012-2013","Male","Chronically Absent Students","Percent","4.6"
"Orange School District","","2013-2014","Female","Chronically Absent Students","Percent","4.5"
"Orange School District","","2013-2014","Male","Chronically Absent Students","Percent","5.4"
"Orange School District","","2014-2015","Female","Chronically Absent Students","Percent","2.5"
"Orange School District","","2014-2015","Male","Chronically Absent Students","Percent","3.8"
"Orange School District","","2015-2016","Female","Chronically Absent Students","Percent","3.1"
"Orange School District","","2015-2016","Male","Chronically Absent Students","Percent","3.2"
"Oxford School District","900958300","2011-2012","Female","Chronically Absent Students","Percent","6.4"
"Oxford School District","900958300","2011-2012","Male","Chronically Absent Students","Percent","5.6"
"Oxford School District","900958300","2012-2013","Female","Chronically Absent Students","Percent","9.4"
"Oxford School District","900958300","2012-2013","Male","Chronically Absent Students","Percent","6.7"
"Oxford School District","900958300","2013-2014","Female","Chronically Absent Students","Percent","8.7"
"Oxford School District","900958300","2013-2014","Male","Chronically Absent Students","Percent","7.4"
"Oxford School District","900958300","2014-2015","Female","Chronically Absent Students","Percent","8.2"
"Oxford School District","900958300","2014-2015","Male","Chronically Absent Students","Percent","6.4"
"Oxford School District","900958300","2015-2016","Female","Chronically Absent Students","Percent","7.8"
"Oxford School District","900958300","2015-2016","Male","Chronically Absent Students","Percent","5.9"
"Park City Prep Charter School District","","2011-2012","Female","Chronically Absent Students","Percent","5.2"
"Park City Prep Charter School District","","2011-2012","Male","Chronically Absent Students","Percent","12.7"
"Park City Prep Charter School District","","2012-2013","Female","Chronically Absent Students","Percent","5.2"
"Park City Prep Charter School District","","2012-2013","Male","Chronically Absent Students","Percent","4.7"
"Park City Prep Charter School District","","2013-2014","Female","Chronically Absent Students","Percent","-9999"
"Park City Prep Charter School District","","2013-2014","Male","Chronically Absent Students","Percent","9.1"
"Park City Prep Charter School District","","2014-2015","Female","Chronically Absent Students","Percent","6.3"
"Park City Prep Charter School District","","2014-2015","Male","Chronically Absent Students","Percent","9.8"
"Park City Prep Charter School District","","2015-2016","Female","Chronically Absent Students","Percent","-9999"
"Park City Prep Charter School District","","2015-2016","Male","Chronically Absent Students","Percent","9.9"
"Path Academy District","","2011-2012","Female","Chronically Absent Students","Percent","-6666"
"Path Academy District","","2011-2012","Male","Chronically Absent Students","Percent","-6666"
"Path Academy District","","2012-2013","Female","Chronically Absent Students","Percent","-6666"
"Path Academy District","","2012-2013","Male","Chronically Absent Students","Percent","-6666"
"Path Academy District","","2013-2014","Female","Chronically Absent Students","Percent","-6666"
"Path Academy District","","2013-2014","Male","Chronically Absent Students","Percent","-6666"
"Path Academy District","","2014-2015","Female","Chronically Absent Students","Percent","84.0"
"Path Academy District","","2014-2015","Male","Chronically Absent Students","Percent","81.8"
"Path Academy District","","2015-2016","Female","Chronically Absent Students","Percent","100.0"
"Path Academy District","","2015-2016","Male","Chronically Absent Students","Percent","100.0"
"Plainfield School District","901559980","2011-2012","Female","Chronically Absent Students","Percent","12.1"
"Plainfield School District","901559980","2011-2012","Male","Chronically Absent Students","Percent","12.2"
"Plainfield School District","901559980","2012-2013","Female","Chronically Absent Students","Percent","10.9"
"Plainfield School District","901559980","2012-2013","Male","Chronically Absent Students","Percent","13.4"
"Plainfield School District","901559980","2013-2014","Female","Chronically Absent Students","Percent","12.1"
"Plainfield School District","901559980","2013-2014","Male","Chronically Absent Students","Percent","12.6"
"Plainfield School District","901559980","2014-2015","Female","Chronically Absent Students","Percent","8.6"
"Plainfield School District","901559980","2014-2015","Male","Chronically Absent Students","Percent","10.6"
"Plainfield School District","901559980","2015-2016","Female","Chronically Absent Students","Percent","10.5"
"Plainfield School District","901559980","2015-2016","Male","Chronically Absent Students","Percent","13.4"
"Plainville School District","900360120","2011-2012","Female","Chronically Absent Students","Percent","11.0"
"Plainville School District","900360120","2011-2012","Male","Chronically Absent Students","Percent","9.8"
"Plainville School District","900360120","2012-2013","Female","Chronically Absent Students","Percent","12.0"
"Plainville School District","900360120","2012-2013","Male","Chronically Absent Students","Percent","10.4"
"Plainville School District","900360120","2013-2014","Female","Chronically Absent Students","Percent","7.7"
"Plainville School District","900360120","2013-2014","Male","Chronically Absent Students","Percent","7.6"
"Plainville School District","900360120","2014-2015","Female","Chronically Absent Students","Percent","7.1"
"Plainville School District","900360120","2014-2015","Male","Chronically Absent Students","Percent","8.8"
"Plainville School District","900360120","2015-2016","Female","Chronically Absent Students","Percent","8.4"
"Plainville School District","900360120","2015-2016","Male","Chronically Absent Students","Percent","7.9"
"Plymouth School District","900560750","2011-2012","Female","Chronically Absent Students","Percent","6.9"
"Plymouth School District","900560750","2011-2012","Male","Chronically Absent Students","Percent","10.2"
"Plymouth School District","900560750","2012-2013","Female","Chronically Absent Students","Percent","9.0"
"Plymouth School District","900560750","2012-2013","Male","Chronically Absent Students","Percent","10.1"
"Plymouth School District","900560750","2013-2014","Female","Chronically Absent Students","Percent","9.0"
"Plymouth School District","900560750","2013-2014","Male","Chronically Absent Students","Percent","10.5"
"Plymouth School District","900560750","2014-2015","Female","Chronically Absent Students","Percent","12.4"
"Plymouth School District","900560750","2014-2015","Male","Chronically Absent Students","Percent","12.7"
"Plymouth School District","900560750","2015-2016","Female","Chronically Absent Students","Percent","11.2"
"Plymouth School District","900560750","2015-2016","Male","Chronically Absent Students","Percent","10.8"
"Pomfret School District","","2011-2012","Female","Chronically Absent Students","Percent","2.6"
"Pomfret School District","","2011-2012","Male","Chronically Absent Students","Percent","3.0"
"Pomfret School District","","2012-2013","Female","Chronically Absent Students","Percent","3.6"
"Pomfret School District","","2012-2013","Male","Chronically Absent Students","Percent","4.0"
"Pomfret School District","","2013-2014","Female","Chronically Absent Students","Percent","-9999"
"Pomfret School District","","2013-2014","Male","Chronically Absent Students","Percent","-9999"
"Pomfret School District","","2014-2015","Female","Chronically Absent Students","Percent","-9999"
"Pomfret School District","","2014-2015","Male","Chronically Absent Students","Percent","4.8"
"Pomfret School District","","2015-2016","Female","Chronically Absent Students","Percent","-9999"
"Pomfret School District","","2015-2016","Male","Chronically Absent Students","Percent","3.3"
"Portland School District","900761800","2011-2012","Female","Chronically Absent Students","Percent","4.8"
"Portland School District","900761800","2011-2012","Male","Chronically Absent Students","Percent","4.2"
"Portland School District","900761800","2012-2013","Female","Chronically Absent Students","Percent","5.2"
"Portland School District","900761800","2012-2013","Male","Chronically Absent Students","Percent","6.6"
"Portland School District","900761800","2013-2014","Female","Chronically Absent Students","Percent","5.5"
"Portland School District","900761800","2013-2014","Male","Chronically Absent Students","Percent","5.3"
"Portland School District","900761800","2014-2015","Female","Chronically Absent Students","Percent","6.5"
"Portland School District","900761800","2014-2015","Male","Chronically Absent Students","Percent","8.3"
"Portland School District","900761800","2015-2016","Female","Chronically Absent Students","Percent","5.1"
"Portland School District","900761800","2015-2016","Male","Chronically Absent Students","Percent","7.0"
"Preston School District","","2011-2012","Female","Chronically Absent Students","Percent","-9999"
"Preston School District","","2011-2012","Male","Chronically Absent Students","Percent","0.0"
"Preston School District","","2012-2013","Female","Chronically Absent Students","Percent","9.0"
"Preston School District","","2012-2013","Male","Chronically Absent Students","Percent","8.6"
"Preston School District","","2013-2014","Female","Chronically Absent Students","Percent","-9999"
"Preston School District","","2013-2014","Male","Chronically Absent Students","Percent","-9999"
"Preston School District","","2014-2015","Female","Chronically Absent Students","Percent","7.0"
"Preston School District","","2014-2015","Male","Chronically Absent Students","Percent","9.8"
"Preston School District","","2015-2016","Female","Chronically Absent Students","Percent","3.4"
"Preston School District","","2015-2016","Male","Chronically Absent Students","Percent","5.9"
"Putnam School District","901562710","2011-2012","Female","Chronically Absent Students","Percent","11.3"
"Putnam School District","901562710","2011-2012","Male","Chronically Absent Students","Percent","13.2"
"Putnam School District","901562710","2012-2013","Female","Chronically Absent Students","Percent","14.6"
"Putnam School District","901562710","2012-2013","Male","Chronically Absent Students","Percent","14.0"
"Putnam School District","901562710","2013-2014","Female","Chronically Absent Students","Percent","14.9"
"Putnam School District","901562710","2013-2014","Male","Chronically Absent Students","Percent","12.6"
"Putnam School District","901562710","2014-2015","Female","Chronically Absent Students","Percent","15.9"
"Putnam School District","901562710","2014-2015","Male","Chronically Absent Students","Percent","12.9"
"Putnam School District","901562710","2015-2016","Female","Chronically Absent Students","Percent","15.0"
"Putnam School District","901562710","2015-2016","Male","Chronically Absent Students","Percent","14.4"
"Redding School District","","2011-2012","Female","Chronically Absent Students","Percent","5.2"
"Redding School District","","2011-2012","Male","Chronically Absent Students","Percent","5.3"
"Redding School District","","2012-2013","Female","Chronically Absent Students","Percent","6.1"
"Redding School District","","2012-2013","Male","Chronically Absent Students","Percent","4.8"
"Redding School District","","2013-2014","Female","Chronically Absent Students","Percent","1.2"
"Redding School District","","2013-2014","Male","Chronically Absent Students","Percent","2.5"
"Redding School District","","2014-2015","Female","Chronically Absent Students","Percent","2.2"
"Redding School District","","2014-2015","Male","Chronically Absent Students","Percent","3.9"
"Redding School District","","2015-2016","Female","Chronically Absent Students","Percent","2.8"
"Redding School District","","2015-2016","Male","Chronically Absent Students","Percent","3.2"
"Regional School District 01","","2011-2012","Female","Chronically Absent Students","Percent","7.4"
"Regional School District 01","","2011-2012","Male","Chronically Absent Students","Percent","6.2"
"Regional School District 01","","2012-2013","Female","Chronically Absent Students","Percent","4.5"
"Regional School District 01","","2012-2013","Male","Chronically Absent Students","Percent","5.0"
"Regional School District 01","","2013-2014","Female","Chronically Absent Students","Percent","4.4"
"Regional School District 01","","2013-2014","Male","Chronically Absent Students","Percent","-9999"
"Regional School District 01","","2014-2015","Female","Chronically Absent Students","Percent","16.4"
"Regional School District 01","","2014-2015","Male","Chronically Absent Students","Percent","14.7"
"Regional School District 01","","2015-2016","Female","Chronically Absent Students","Percent","11.3"
"Regional School District 01","","2015-2016","Male","Chronically Absent Students","Percent","9.1"
"Regional School District 04","","2011-2012","Female","Chronically Absent Students","Percent","10.4"
"Regional School District 04","","2011-2012","Male","Chronically Absent Students","Percent","6.7"
"Regional School District 04","","2012-2013","Female","Chronically Absent Students","Percent","10.9"
"Regional School District 04","","2012-2013","Male","Chronically Absent Students","Percent","9.4"
"Regional School District 04","","2013-2014","Female","Chronically Absent Students","Percent","11.0"
"Regional School District 04","","2013-2014","Male","Chronically Absent Students","Percent","8.9"
"Regional School District 04","","2014-2015","Female","Chronically Absent Students","Percent","7.3"
"Regional School District 04","","2014-2015","Male","Chronically Absent Students","Percent","8.3"
"Regional School District 04","","2015-2016","Female","Chronically Absent Students","Percent","5.9"
"Regional School District 04","","2015-2016","Male","Chronically Absent Students","Percent","7.7"
